AT,V,AP,RH,PE
20,56,1020,60,461
25,68,1011,70,436
14,42,1030,57,464
11,40,1020,72,477
14,40,1013,90,466
31,74,1015,41,430
15,42,1007,65,469
29,75,1010,54,445
32,44,1005,44,430
26,65,1009,52,450
12,50,1008,95,468
32,75,1002,66,431
7,40,1017,87,485
33,69,1005,51,434
8,42,1022,55,479
16,53,1015,75,458
18,52,1004,100,452
9,45,1023,91,479
18,50,1005,100,451
19,50,1010,97,450
23,57,1013,75,442
16,49,1014,89,463
14,44,1030,71,467
20,45,1008,64,458
20,52,1012,50,457
11,44,1016,92,476
12,41,1016,82,475
9,41,1021,84,485
20,57,1010,89,452
8,42,1015,76,483
19,44,1017,48,465
17,45,1019,61,468
31,69,1004,67,425
26,59,1008,65,437
21,59,1014,62,454
27,60,1017,55,439
13,40,1013,73,475
11,41,1018,85,476
14,51,1019,97,467
18,60,1010,90,456
26,69,1014,54,439
28,53,1006,43,440
7,40,1017,88,483
10,40,1020,90,475
25,59,1009,76,443
17,46,1011,97,456
29,69,1013,39,434
12,40,1006,68,478
25,65,1019,62,442
29,70,1009,64,434
23,47,1014,69,458
13,39,1006,89,471
15,26,1009,66,464
10,40,1013,95,477
15,46,1015,70,470
28,60,1010,66,439
23,59,1010,84,445
11,41,1017,86,481
24,60,1005,77,438
15,45,1014,65,461
25,60,1018,70,440
27,65,1007,74,429
24,59,1010,78,444
20,57,1012,88,453
14,42,1011,48,466
25,72,1011,90,432
23,64,1014,72,445
22,58,1017,67,450
28,66,1005,53,430
11,42,1022,95,471
26,60,1008,74,441
24,71,1008,70,443
13,44,1016,87,472
29,57,1006,57,434
14,40,1011,95,465
26,50,1004,71,441
24,64,1015,55,450
11,36,1020,62,473
16,45,1014,60,458
15,53,1025,55,461
12,44,1015,71,478
21,59,1016,69,449
23,58,1018,57,451
20,47,1013,87,456
15,41,1018,69,465
14,40,1014,84,471
29,71,1008,52,431
5,36,1012,95,484
27,66,1008,79,435
18,40,1005,80,467
26,72,1010,69,437
23,61,1010,79,443
30,54,1013,38,439
25,67,1019,77,435
10,37,1027,70,479
19,45,1015,29,464
28,70,1010,66,432
27,51,1006,68,439
13,42,1012,55,468
26,69,1005,42,438
10,40,1027,75,474
13,48,1012,99,461
28,78,1017,71,437
33,66,1010,53,433
23,51,1012,79,449
24,60,1012,78,439
20,51,1015,90,453
15,36,1015,55,469
26,67,1012,52,439
23,63,1017,66,450
26,48,1008,69,441
27,78,1012,78,435
22,60,1018,90,443
7,41,1021,93,483
12,38,1008,65,470
17,40,1008,74,463
8,41,1023,81,487
11,53,1022,75,467
14,40,1011,96,465
16,48,1011,61,460
22,71,1008,76,443
27,66,1014,48,443
24,64,1010,79,446
18,50,1025,63,468
26,64,1014,65,442
7,40,1019,87,484
24,49,1002,75,442
13,40,1011,76,473
18,44,1017,71,457
14,42,1015,79,465
6,44,1018,76,485
20,46,1008,74,450
8,40,1022,81,488
15,38,1010,86,466
20,69,1013,91,443
28,78,1012,77,433
14,34,1019,67,470
19,49,1022,70,459
20,67,1012,76,445
21,63,1017,90,444
16,44,1024,80,465
19,59,1018,90,451
6,41,1026,92,488
15,58,1019,84,461
13,41,1008,93,473
20,53,1025,51,459
16,45,1010,82,460
8,44,1019,62,482
14,41,1009,85,471
19,47,1009,83,450
11,45,1014,72,477
18,50,1004,100,451
17,51,1013,85,461
24,70,1009,82,439
25,65,1015,53,447
26,68,1011,80,446
19,44,1016,77,462
14,49,1012,79,462
8,41,1021,89,478
28,73,1005,54,441
6,41,1002,90,485
20,59,1013,96,440
27,71,1007,81,430
4,35,1017,84,489
25,70,1007,61,436
34,70,1007,43,435
28,63,1013,53,439
31,73,1014,49,438
27,62,1011,71,438
25,72,1011,81,435
14,43,1015,69,466
22,47,1008,67,447
13,44,1030,69,467
25,64,1018,56,443
26,47,1015,62,452
15,45,1026,91,463
25,64,1014,68,446
32,69,1001,46,429
25,70,1015,79,436
25,62,1023,57,447
14,43,1016,75,464
19,60,1015,71,453
13,42,1021,62,473
18,57,1020,82,456
27,73,1009,78,429
14,43,1031,70,464
15,43,1012,46,468
20,45,1009,72,454
30,77,1010,64,433
14,40,1012,95,465
27,73,1003,91,431
25,65,1018,56,440
27,59,1008,76,439
14,41,1016,71,470
19,59,1018,89,450
21,48,1017,72,449
7,42,1033,75,483
26,64,1009,77,438
16,59,1014,91,458
23,62,1012,75,448
25,70,1006,59,440
11,25,1008,95,470
29,75,1002,71,433
30,68,1006,53,426
16,59,1014,90,457
21,65,1017,73,447
10,42,1021,94,468
11,41,1016,79,475
16,38,1015,77,466
33,70,1008,47,434
11,40,1019,69,472
15,41,1019,68,470
14,41,1001,82,465
20,60,1017,76,454
31,69,1008,64,434
16,45,1021,74,463
16,40,1013,77,467
27,65,1016,45,442
10,40,1026,74,471
23,59,1017,79,440
30,76,1007,72,432
28,70,1010,50,433
19,40,1001,59,457
31,72,1005,57,427
26,70,1010,69,435
7,40,1017,53,489
26,69,1008,68,433
11,40,1009,73,475
16,44,1020,83,462
17,42,1008,69,464
24,78,1009,82,435
26,57,1012,46,442
31,68,1004,67,427
25,65,1013,60,447
18,45,1004,87,459
33,69,1013,52,429
9,41,1023,78,485
25,48,1008,72,443
9,39,1023,74,483
9,44,1017,92,478
29,51,1006,61,438
13,51,1019,93,469
22,67,1005,93,441
14,40,1007,81,471
32,71,1005,57,434
33,71,1007,43,432
25,63,1012,48,444
23,58,1008,85,438
27,71,1012,63,434
28,72,1012,49,446
33,68,1008,42,426
32,67,1014,35,437
15,41,1003,95,465
22,45,1010,79,447
26,63,1012,76,441
6,41,1022,85,487
24,69,1007,77,445
23,61,1019,67,440
15,54,1017,63,464
12,50,1009,95,454
7,41,1011,97,485
23,53,1004,72,439
24,59,1009,88,442
23,59,1014,62,445
31,70,1010,37,429
22,58,1016,76,444
14,42,1016,81,463
13,45,1023,77,480
11,38,1015,73,474
27,77,1003,75,437
13,39,1016,90,472
10,44,1018,85,476
24,66,1004,65,435
26,61,1012,57,449
22,45,1014,45,453
18,51,1016,77,462
23,70,1010,91,438
14,43,1010,90,469
22,60,1018,67,452
21,59,1018,81,448
26,68,1011,76,430
25,58,1011,70,445
31,73,1011,52,432
21,68,1013,75,445
23,73,1012,89,436
23,63,1016,71,448
26,69,1007,67,434
9,37,1026,73,479
26,75,1006,58,445
15,41,1018,86,459
21,68,1008,60,450
23,49,1002,64,445
19,44,1017,49,463
14,41,1021,73,462
10,45,1025,86,477
9,42,1018,87,484
13,42,1031,65,468
25,48,1013,47,444
30,66,1012,45,442
14,42,1021,73,460
20,60,1018,85,450
18,67,1011,78,453
22,58,1012,75,448
22,62,1008,86,452
18,45,1023,49,468
32,59,1003,45,439
29,68,1011,56,447
27,68,1011,61,448
26,65,1014,58,445
31,69,1008,71,430
9,40,1026,98,474
25,52,1014,69,448
30,68,1009,65,428
19,59,1013,75,454
11,45,1014,65,477
16,38,1022,83,461
25,59,1016,62,444
14,45,1024,90,467
8,40,1031,74,479
31,69,1013,54,429
13,44,1016,73,475
23,69,1015,56,448
19,53,1016,65,458
28,67,1018,53,434
13,41,1010,93,472
8,40,1024,94,476
7,40,1018,58,491
18,63,1019,89,450
23,61,1008,87,448
14,45,1025,84,468
18,66,1013,88,449
24,61,1009,81,439
21,49,1007,90,445
29,69,1009,56,430
16,38,1022,71,463
16,38,1014,74,467
14,38,1015,81,467
25,66,1010,85,440
27,64,1014,67,436
24,60,1018,75,442
21,62,1011,65,447
12,41,1024,87,474
23,69,1010,89,449
24,49,1013,45,447
20,57,1021,67,457
26,68,1013,62,437
23,49,1013,47,449
9,41,1023,79,486
28,73,1002,88,433
19,58,1017,88,449
17,45,1021,70,460
17,53,1014,82,458
28,67,1006,60,439
28,63,1013,50,433
15,42,1022,78,464
22,42,1014,72,459
25,72,1011,82,433
14,40,1017,87,467
11,41,1016,78,474
17,45,1019,84,463
11,25,1009,97,470
17,63,1021,96,447
9,35,1027,79,481
9,41,1021,67,482
12,34,1018,69,474
10,41,1021,95,468
14,39,1000,92,470
30,74,1007,49,432
18,45,1014,86,462
26,65,1015,47,444
23,64,1021,58,451
24,65,1014,63,441
31,78,1015,62,436
13,45,1019,75,468
11,41,1014,87,476
24,59,1015,79,438
26,76,1017,75,437
21,67,1012,73,443
11,41,1019,57,476
25,62,1013,76,441
29,73,1012,69,427
16,45,1013,92,458
26,72,1010,75,434
26,60,1016,53,447
14,39,1012,72,464
16,45,1014,68,463
16,38,1020,78,461
22,59,1011,87,449
22,63,1017,88,443
30,71,1011,53,431
33,71,1005,49,439
11,40,1005,77,479
16,41,1006,78,464
5,41,1021,94,485
32,75,1004,58,432
21,59,1013,91,444
29,68,1012,46,435
10,38,1005,100,474
27,67,1011,45,437
22,49,1019,78,449
21,70,1011,82,443
25,70,1010,76,433
15,42,1007,82,456
22,50,1008,86,445
5,35,1019,94,484
23,67,1018,75,439
7,39,1016,92,484
27,61,1012,52,440
29,64,1013,56,442
20,59,1012,77,454
11,41,1022,60,479
21,68,1012,80,447
18,45,1013,72,455
13,39,1021,74,468
30,67,1014,39,434
35,69,1007,41,427
6,36,1026,78,488
19,49,1012,59,455
15,44,1028,68,463
19,57,1012,80,450
10,39,1024,76,484
8,41,1024,84,486
18,57,1020,82,457
26,73,1007,82,433
16,42,1008,81,456
10,40,1025,96,471
28,71,1010,80,431
10,41,1018,78,482
20,59,1014,78,448
24,75,1013,69,445
18,43,1009,73,451
6,40,1012,92,491
24,69,1008,69,437
26,55,1015,66,451
22,59,1018,76,442
25,68,1009,68,440
14,40,1014,82,446
8,41,1015,92,486
10,44,1023,89,477
19,52,1018,79,459
17,53,1014,83,460
13,41,1026,77,461
19,45,1020,43,460
18,44,1009,77,454
25,57,1013,67,442
19,44,1013,39,464
25,66,1004,63,434
25,58,1012,70,445
14,41,1023,70,474
31,69,1005,67,434
7,40,1011,91,483
31,60,1011,62,441
12,44,1026,94,473
32,70,1008,56,433
13,40,1011,77,472
26,68,1005,56,432
8,42,1014,77,485
27,64,1007,66,440
28,70,1015,73,430
27,76,1006,69,438
6,41,1020,85,490
14,40,1013,68,473
20,48,1017,82,451
25,72,1010,69,439
13,42,1021,78,465
8,40,1012,98,482
27,62,1011,72,435
6,41,1020,84,489
20,50,1010,93,448
28,69,1010,72,425
26,72,1009,64,435
33,69,1007,58,426
27,63,1016,68,444
24,70,1011,71,446
24,68,1011,76,445
22,70,1010,96,441
30,67,1018,54,435
10,35,1028,72,478
21,47,1013,71,452
31,65,1006,52,436
28,72,1009,85,439
25,75,1012,77,434
26,63,1011,54,447
11,41,1019,89,467
29,67,1016,35,439
25,74,1007,85,436
20,57,1020,76,454
30,75,1004,64,436
19,51,1013,77,457
26,72,1007,86,430
29,65,1006,64,435
12,41,1017,96,468
21,59,1016,64,449
26,78,1014,85,438
21,64,1015,72,451
12,47,1014,91,464
25,72,1010,82,436
20,47,1014,69,459
25,59,1010,74,444
21,60,1018,73,451
13,44,1015,74,469
25,46,1011,59,440
23,66,1004,76,435
16,42,1023,45,467
10,43,1010,87,477
17,59,1016,90,449
9,41,1029,86,476
24,64,1021,56,448
28,77,1009,87,430
14,43,1031,77,471
11,42,1014,93,478
19,57,1020,80,459
17,53,1014,78,456
19,41,1002,60,458
30,68,1006,54,431
12,38,1023,63,472
18,45,1001,89,455
32,71,1010,62,433
6,41,1027,94,484
31,70,1009,51,438
27,69,1013,48,433
21,64,1017,57,449
17,45,1022,40,469
14,43,1027,67,466
13,41,1016,72,467
15,42,1007,71,467
9,40,1015,88,481
25,69,1011,56,451
19,45,1008,48,463
27,71,1010,78,439
20,65,1015,80,445
10,41,1021,94,466
13,44,1025,90,471
21,59,1017,87,444
21,50,1011,69,455
26,61,1007,66,437
25,70,1007,74,437
12,42,1018,91,465
13,38,1015,57,469
17,50,1015,87,463
11,40,1011,62,477
25,72,1002,91,432
19,48,1006,76,454
25,66,1011,70,436
15,40,1013,84,470
14,44,1027,69,471
9,40,1031,75,477
6,41,1026,91,489
20,51,1007,92,449
16,38,1023,88,462
30,75,1004,67,434
12,50,1008,92,467
6,36,1025,80,487
16,41,993,84,463
17,53,1026,58,464
14,45,1025,79,475
20,47,1014,83,461
24,74,1007,91,438
16,41,1001,80,462
29,68,1013,43,437
15,39,1014,76,469
30,71,1010,70,437
13,45,1017,80,469
25,60,1012,73,445
19,61,1020,74,454
19,47,1013,88,451
29,67,1010,43,438
14,41,1004,88,467
24,70,1011,84,436
16,41,1016,87,456
31,67,1007,63,434
15,37,1014,77,472
17,53,1020,82,460
16,43,1008,84,467
25,47,1008,57,445
14,44,1028,67,465
10,41,1021,97,467
26,59,1012,55,451
4,35,1017,87,490
30,67,1006,39,434
6,44,1020,73,485
31,72,1011,42,442
22,44,1008,75,448
26,63,1012,68,443
13,44,1007,96,464
24,50,1005,76,435
23,59,1014,57,451
26,70,1005,73,432
17,53,1013,83,461
30,71,1012,57,439
17,47,1010,88,450
16,40,1017,66,454
31,65,1005,59,429
19,49,1020,60,453
26,61,1010,67,436
27,78,1017,76,434
28,64,1018,40,443
15,43,1020,82,466
22,50,1008,84,445
22,45,1017,47,464
16,49,1021,76,466
25,60,1010,77,440
12,45,1018,90,471
21,47,1013,74,453
24,59,1008,89,444
23,59,1010,72,442
28,66,1008,77,429
16,58,1018,80,454
24,67,1017,70,438
27,67,1015,51,440
16,47,1010,87,452
22,62,1008,89,452
23,64,1014,80,446
19,51,1008,92,447
8,42,1033,73,479
13,44,1013,66,473
21,59,1016,77,446
22,70,1011,79,443
22,69,1011,80,443
17,50,1007,100,454
20,43,1010,66,453
20,57,1021,74,457
15,41,1015,71,469
26,59,1009,61,439
23,60,1005,83,439
20,57,1021,71,456
15,48,1011,70,462
18,41,1003,75,463
12,41,1026,71,477
11,42,1005,65,475
27,49,1008,68,442
19,45,1016,31,463
25,64,1017,60,449
5,43,1014,92,482
12,42,1018,93,467
12,42,1021,69,477
25,70,1011,63,447
8,39,1016,84,484
23,60,1017,78,447
26,57,1010,73,442
5,40,1008,86,488
20,58,1012,97,447
29,77,999,76,432
6,39,1018,79,483
25,60,1005,76,436
24,41,1002,39,452
16,39,1019,61,464
25,71,1008,76,444
28,73,1009,85,429
19,69,1011,97,446
24,66,1016,73,444
25,59,1017,55,445
20,59,1017,88,450
8,42,1022,91,487
28,74,1006,71,429
22,67,1013,54,451
13,54,1017,80,468
25,72,1010,88,434
29,71,1009,70,433
21,62,1013,100,447
15,43,1015,71,466
23,61,1018,79,444
20,69,1013,92,442
24,69,1008,69,437
29,72,1010,62,434
22,60,1016,90,446
8,40,1012,89,485
31,67,1004,55,429
26,71,1004,79,429
11,25,1009,100,469
26,68,1009,66,432
24,62,1014,89,442
12,40,1013,66,479
6,36,1011,91,483
24,58,1018,68,441
25,70,1006,84,433
6,41,1026,92,484
25,65,1015,40,443
26,59,1014,67,442
7,42,1022,91,488
11,42,996,99,475
12,45,1013,91,467
5,36,1027,80,491
26,71,1009,79,439
28,59,1013,43,442
24,60,1018,78,442
15,40,1010,82,466
15,44,1020,84,463
14,45,1023,83,461
7,40,1019,82,481
22,60,1017,77,450
14,71,1020,79,460
28,61,1009,65,443
8,37,1009,81,480
17,43,1019,75,460
17,53,1020,81,461
15,43,1013,43,467
31,67,1014,39,440
15,43,1018,80,464
12,42,1021,95,469
26,70,1007,78,430
30,65,1006,51,437
17,53,1019,81,461
29,62,1011,50,436
21,69,1013,67,453
10,41,1021,98,478
24,64,1012,90,447
24,50,1018,73,459
24,70,1012,79,435
12,39,1010,100,461
19,54,1011,84,451
14,39,1011,76,464
20,67,1013,65,455
15,40,1012,78,466
7,39,1019,69,486
29,78,1011,64,434
14,41,1018,91,462
7,41,1022,91,476
11,44,1018,85,476
9,41,1018,94,480
22,58,1018,59,451
7,38,1020,78,482
22,48,1013,77,447
26,72,1010,80,435
30,68,1011,56,429
15,43,1018,75,461
24,58,1011,74,447
18,59,1014,70,457
25,47,1008,60,447
22,65,1021,69,450
15,39,1003,81,468
8,41,1020,69,489
20,62,1020,74,450
21,51,1009,85,445
13,44,1012,96,472
18,65,1020,87,449
20,61,1017,89,447
23,62,1008,73,445
7,40,1032,78,476
32,70,999,60,432
18,50,1010,100,453
24,67,1005,91,432
12,41,1014,86,474
12,39,1017,91,478
12,40,1012,77,468
26,72,1007,81,430
17,45,1009,80,456
16,54,1018,66,461
21,47,1008,76,449
17,48,1013,66,456
27,71,1000,88,431
28,76,1006,62,438
29,65,1007,68,436
21,49,1014,54,455
23,46,1011,60,444
8,40,1031,85,478
13,42,1013,86,472
30,69,1011,54,439
27,79,1009,94,434
26,70,1015,77,434
10,39,1017,60,481
23,63,1012,76,444
29,71,1003,69,436
24,59,1017,66,449
20,42,1013,76,461
13,41,1019,74,473
28,76,1018,58,441
26,60,1018,51,445
9,44,1013,80,475
7,40,1018,86,484
10,41,1020,95,470
11,40,1018,64,469
12,41,1023,89,460
12,41,1020,96,470
25,63,1012,80,442
17,42,1022,49,468
12,41,1014,87,475
14,40,1013,91,465
27,70,1013,45,436
12,41,1026,89,469
25,70,1009,82,433
8,41,1021,91,478
26,68,1011,75,436
18,62,1019,86,452
31,71,1009,73,433
23,57,1011,64,442
26,59,1012,50,452
5,41,1021,93,485
25,52,1009,68,441
17,49,1007,79,454
15,42,1031,63,465
27,75,1004,83,434
7,41,1023,91,489
19,50,1011,100,450
22,54,1012,75,455
11,42,1014,72,475
15,41,1016,71,467
26,52,1013,53,451
16,57,1013,85,456
28,73,1008,72,435
27,57,1012,39,437
25,67,1008,84,443
26,59,1015,51,444
19,59,1015,68,457
32,68,1015,44,432
21,58,1018,84,447
16,45,1019,79,462
16,42,1018,77,453
14,45,1012,75,461
24,59,1010,74,448
8,41,1012,90,479
25,60,1007,77,438
28,72,1005,83,426
20,51,1015,85,457
6,39,1005,53,484
29,66,1008,76,435
21,64,1012,53,459
20,57,1021,68,458
28,60,1010,63,440
28,70,1005,67,427
21,62,1010,63,449
33,74,1015,41,425
30,77,1008,74,431
24,74,1007,87,436
13,41,1018,92,466
20,63,1018,76,457
11,44,1012,73,477
26,59,1013,62,451
23,64,1013,76,444
20,51,1008,92,449
9,40,1019,77,477
30,67,1014,53,445
16,42,1013,74,465
11,39,1015,99,472
32,70,1012,40,440
10,41,1026,80,483
29,67,1003,56,429
26,60,1007,78,439
25,78,1010,89,434
20,57,1011,89,455
25,45,1007,56,444
11,41,1025,94,469
20,69,1012,68,454
18,44,1009,78,456
19,40,1001,64,457
21,51,1012,71,454
8,38,1021,84,484
7,41,1020,90,479
13,43,1019,100,467
14,40,1012,84,474
26,69,1009,72,444
25,67,1006,64,443
33,74,1007,55,434
19,49,1008,93,453
26,49,1004,47,444
16,47,1009,93,449
25,61,1017,74,440
11,41,1018,87,478
10,41,1021,94,466
9,37,1008,78,475
25,76,1006,76,437
21,51,1009,91,445
29,75,1003,76,432
27,63,1014,52,440
28,64,1010,66,435
20,41,1004,89,457
19,68,1004,87,445
13,38,997,92,466
24,42,1011,55,453
22,67,1005,91,442
8,41,1023,98,475
25,72,1011,81,435
19,63,1019,82,450
7,39,1019,91,485
35,75,1016,26,428
23,48,1008,82,444
28,64,1010,72,440
28,67,1006,56,436
28,70,1009,80,436
20,45,1016,38,468
19,68,1008,65,447
32,75,1002,34,440
18,59,1016,68,460
18,44,1009,75,455
31,70,1013,52,441
9,41,1015,90,482
12,42,1013,89,465
19,65,1018,72,453
18,43,1014,62,461
12,41,1017,81,475
18,50,1007,81,455
14,43,1012,89,472
6,36,1012,92,485
23,45,1007,69,449
25,68,1005,57,438
14,41,1010,80,470
26,64,1011,71,442
29,65,1018,44,442
20,69,1012,74,450
19,40,1002,55,457
24,69,1013,45,446
22,50,1009,82,443
35,68,1007,44,426
27,69,1009,71,441
13,41,1016,66,473
7,39,1017,90,486
19,53,1013,83,456
30,73,1011,66,433
12,38,1008,62,471
11,43,1017,81,474
18,60,1017,87,457
26,57,1012,47,443
19,57,1020,84,456
24,59,1017,68,443
26,68,1008,68,435
25,70,1007,70,440
26,66,1013,60,433
26,47,1009,55,439
30,68,1010,65,426
32,73,1010,42,434
25,70,1007,85,434
28,67,1006,50,433
30,72,1008,76,430
15,41,1016,62,469
7,40,1015,50,490
17,43,1014,74,463
19,45,1015,82,460
17,45,1014,48,459
6,41,1020,85,489
19,45,1015,44,464
23,71,1002,95,432
20,47,1013,79,454
30,69,1009,65,435
26,63,1013,65,442
8,40,1019,76,475
25,62,1008,83,438
12,41,1024,73,480
7,39,1020,77,488
16,54,1015,73,460
30,70,1013,70,431
13,41,1027,80,461
20,45,1013,57,460
21,48,1007,88,445
25,59,1010,73,442
19,52,1004,100,451
24,65,1013,76,437
11,41,1020,92,473
22,70,1011,81,440
25,63,1012,78,442
11,42,1018,93,480
31,74,1006,58,437
26,64,1010,71,442
11,45,1023,86,482
14,44,1023,83,469
26,72,1011,81,434
16,45,1018,76,469
22,59,1015,85,441
14,40,1018,69,459
22,60,1017,73,453
16,54,1015,63,462
28,70,1011,51,438
11,41,1028,79,476
9,41,1028,91,483
9,40,1022,79,483
31,70,1006,57,438
20,42,1010,68,466
17,39,1018,75,459
8,41,1028,88,478
11,39,1024,87,474
21,45,1017,60,464
32,72,1008,56,428
25,65,1021,55,447
7,40,1015,54,490
29,75,1010,49,439
21,62,1009,78,448
14,41,1016,92,463
28,68,1011,56,443
15,45,1024,92,464
27,49,1004,41,444
11,40,1010,75,476
23,49,1010,42,449
15,39,1015,75,469
30,72,1005,64,431
11,41,1019,79,450
13,41,1021,93,476
29,70,1010,47,440
13,40,1014,74,474
14,43,1015,88,472
8,42,1030,92,467
27,62,1011,71,438
25,51,1012,72,447
9,44,1015,82,482
27,61,1010,66,436
27,67,1018,62,431
23,59,1006,84,441
18,41,1002,73,462
33,71,1004,45,433
6,40,1014,59,495
26,59,1010,70,441
14,43,1032,72,467
22,60,1017,73,453
11,41,1017,87,478
31,68,1007,53,427
30,75,1009,55,436
28,63,1013,71,441
29,69,1005,75,435
13,45,1023,100,466
9,43,1012,74,482
5,36,1012,94,485
29,68,1017,56,434
23,70,1005,69,438
13,42,1016,84,467
13,46,1015,80,468
28,54,1013,50,441
16,38,1022,72,462
12,41,1019,65,476
29,75,1010,57,439
32,69,1008,48,439
25,74,1014,75,435
26,65,1015,39,444
27,69,1001,82,426
13,44,1013,94,473
25,59,1016,63,442
24,49,1015,40,460
16,42,1019,83,463
20,58,1015,79,453
10,37,1013,73,475
27,57,1012,36,440
28,75,1014,52,442
30,69,1001,73,426
26,75,1017,81,434
18,59,1018,86,449
25,70,1015,82,438
18,44,1021,72,457
25,57,1008,71,440
29,68,1008,43,434
13,40,1013,58,476
9,41,1025,99,469
16,41,1026,65,457
22,62,1008,78,448
21,71,1010,86,446
26,48,1014,48,441
11,41,1020,87,469
28,69,1006,58,439
16,45,1019,48,464
24,73,1012,88,438
24,47,1008,64,447
31,75,1009,57,436
19,64,1010,98,441
25,49,1015,39,460
17,40,1006,88,466
23,68,1013,67,444
5,41,1025,96,483
14,40,1016,81,467
28,70,1014,51,436
10,42,1019,78,474
19,50,1010,98,450
25,61,1007,66,438
29,70,1003,67,433
31,71,1000,65,432
11,42,1030,91,471
28,68,1008,56,433
25,69,1007,79,443
28,72,1011,68,435
27,70,1011,72,429
11,42,1013,94,463
23,69,1011,92,435
25,61,1013,74,447
16,39,1016,78,470
24,62,1010,55,444
14,40,1012,81,473
13,37,1013,73,475
15,58,1019,82,459
11,42,1017,91,471
21,60,1011,81,450
25,74,1010,80,437
22,64,1010,93,444
27,62,1012,66,440
12,41,1017,83,480
27,71,1001,86,431
34,74,1001,43,434
24,58,1015,67,450
19,58,1017,88,447
18,44,1020,52,469
21,50,1006,84,450
28,75,1011,55,442
3,38,1017,85,493
30,69,1010,59,437
15,41,1016,65,469
22,63,1020,68,453
29,70,1012,47,434
24,52,1006,71,442
21,60,1008,93,446
14,42,1011,84,457
17,45,1010,81,458
26,49,1006,56,443
25,49,1010,37,446
15,40,1003,73,460
6,41,1001,89,486
16,39,1016,78,469
8,41,1021,89,478
8,41,1023,82,475
14,42,1021,64,472
14,49,1012,76,461
29,78,1010,71,431
28,76,1018,56,440
27,73,1009,89,429
25,72,1010,71,437
24,45,1007,63,448
25,57,1013,70,446
11,41,1006,98,477
23,70,1010,89,442
28,57,1007,52,437
15,48,1007,92,463
22,62,1011,57,447
24,47,1015,69,455
29,56,1005,56,435
31,69,1008,50,441
24,70,1011,83,435
15,41,1016,90,457
8,40,1021,82,480
23,67,1010,65,442
26,70,1010,73,433
23,59,1011,80,446
16,53,1024,55,459
12,36,1016,61,473
22,69,1014,71,440
17,40,1014,82,456
28,67,1007,56,434
12,41,1019,58,475
24,49,1015,48,448
12,41,1017,97,466
28,72,1007,72,426
26,58,1016,67,442
12,41,1014,91,474
28,70,1007,64,434
30,65,1017,48,441
15,49,1021,80,468
13,46,1015,87,470
11,45,1019,93,471
19,68,1004,90,442
10,41,1021,85,475
27,66,1017,55,439
11,42,1020,74,477
23,44,1006,77,443
25,59,1017,51,440
21,51,1012,92,450
10,42,1015,96,463
24,69,1013,76,442
10,44,1012,77,478
23,75,1007,85,443
26,67,1017,62,438
21,57,1012,70,446
20,57,1021,72,454
26,64,1010,69,437
20,39,1018,56,450
31,72,1006,56,426
25,59,1008,69,438
21,51,1014,73,456
23,73,1007,73,440
7,39,1014,88,492
24,72,1010,91,438
24,67,1002,85,434
13,44,1020,79,466
24,71,1002,65,443
29,69,1013,63,433
15,36,1016,58,469
11,41,1020,94,467
22,61,1020,57,449
5,46,1008,99,483
11,41,1024,88,470
19,59,1017,85,450
17,41,1002,69,464
29,73,1011,57,437
6,40,1017,85,482
22,42,1012,74,457
25,72,1010,86,435
30,70,1010,39,430
7,40,1018,88,483
21,47,1014,63,454
16,41,1006,76,463
28,72,1009,88,437
16,39,1016,70,461
22,47,1007,60,452
25,67,1004,83,432
20,51,1016,73,459
14,41,1005,96,468
22,61,1010,92,443
15,51,1014,100,464
31,79,1012,71,432
31,70,1014,43,431
22,59,1016,73,450
9,41,1012,90,481
10,53,1022,75,471
15,38,1022,69,464
35,73,1014,37,437
21,57,1010,77,446
23,71,1002,96,434
25,65,1021,53,446
30,67,1014,33,437
18,44,1009,79,459
11,41,1016,78,474
19,50,1013,76,456
26,49,1004,66,440
29,60,1010,58,437
29,71,1010,68,440
12,41,1019,59,474
26,71,1010,66,432
19,63,1019,80,453
21,60,1019,80,445
23,64,1021,71,450
13,39,1017,74,471
14,41,1020,75,463
30,68,1011,49,428
31,70,1006,78,431
13,42,1022,68,474
19,49,1021,67,460
20,58,1015,79,455
8,41,1009,97,481
25,58,1015,62,447
13,37,1013,86,476
30,73,1005,52,439
7,41,1015,98,489
16,71,1020,66,457
22,58,1017,67,447
9,39,1025,69,474
20,58,1014,100,449
22,51,1009,80,445
17,39,1006,72,460
21,75,1009,87,446
21,63,1012,76,455
29,73,1011,59,439
27,61,1012,54,451
14,45,1024,85,468
18,48,1015,82,454
23,67,1005,93,437
30,71,1008,78,436
22,60,1017,69,452
30,74,1007,75,433
17,41,1000,72,462
17,45,1022,83,459
12,41,1023,89,466
23,64,1018,60,445
10,41,1020,85,481
25,49,1003,68,442
5,40,1020,66,496
24,49,1013,43,448
27,66,1013,42,437
19,58,1017,87,450
34,68,1006,30,428
25,58,1014,81,446
29,74,1012,73,426
26,52,1014,63,451
10,38,1022,75,475
27,69,1009,66,432
4,38,1015,77,486
22,59,1010,76,443
12,40,1014,90,474
27,69,1009,78,435
22,50,1009,85,442
8,40,1032,71,479
33,71,1008,65,431
9,40,1016,89,467
22,70,1009,90,438
13,44,1023,57,467
15,26,1009,69,464
14,49,1006,88,460
15,38,1010,84,468
24,63,1013,66,442
14,40,1018,77,469
15,45,1021,76,460
